true_values,predicted_values,difference,Action/Adventure,Fantasy/Supernatural,Comedy,Drama/Romance,Science Fiction,Psychological/Thriller,Other/Uncategorized,type_Movie,type_Music,type_ONA,type_OVA,type_Special,type_TV
7.47,7.50957249484041,0.039572494840410144,1,0,0,0,1,0,0,True,False,False,False,False,False
6.44,6.299637294386535,0.1403627056134651,0,0,1,1,1,0,0,False,False,False,False,True,False
6.94,6.828453966841276,0.11154603315872436,0,0,0,0,0,0,1,False,False,False,True,False,False
5.37,5.134635379354898,0.2353646206451021,0,0,0,0,0,0,1,False,False,True,False,False,False
6.83,6.84906716145487,0.01906716145486964,0,1,1,1,0,0,1,False,False,False,False,False,True
6.47610799251537,6.262262843385541,0.21384514912982944,1,0,0,0,1,0,0,False,False,False,True,False,False
7.4,7.056594991487043,0.3434050085129572,0,1,1,0,0,0,0,False,False,False,False,False,True
6.81,6.858037446735994,0.04803744673599475,1,0,0,0,1,0,0,True,False,False,False,False,False
7.15,7.923567300321375,0.7735673003213748,1,0,0,0,1,0,0,False,False,False,False,False,True
6.86,6.273546641254354,0.5864533587456462,0,0,1,0,1,0,1,False,False,False,False,True,False
4.76,5.181651247589145,0.4216512475891454,1,0,0,0,0,0,0,False,False,False,True,False,False
5.23,6.076884007411094,0.8468840074110933,0,0,0,0,0,0,0,False,False,False,True,False,False
5.88,6.076332537407251,0.1963325374072511,0,0,1,1,0,0,0,False,False,True,False,False,False
7.4,6.9475305659763755,0.45246943402362483,0,0,0,0,0,0,0,False,False,False,False,False,True
7.2,6.964633358749696,0.23536664125030438,1,0,0,1,1,0,1,False,False,False,False,False,True
5.75,5.952663977491245,0.20266397749124465,0,0,0,0,0,0,1,False,False,False,True,False,False
6.19,5.986288869599807,0.20371113040019306,1,1,1,0,0,0,1,False,False,False,True,False,False
7.48,7.661922707931906,0.18192270793190524,0,0,1,0,0,0,0,False,False,False,False,False,True
5.89,5.396954767257547,0.4930452327424524,0,1,1,0,0,0,0,False,False,False,False,True,False
6.47610799251537,6.361278672957416,0.11482931955795461,0,1,0,0,0,0,1,False,False,False,False,False,True
6.4,6.497547338767648,0.09754733876764732,1,1,1,0,0,0,0,False,False,False,False,True,False
6.65,6.858999085546554,0.20899908554655333,1,0,1,0,1,0,0,False,False,False,True,False,False
6.25,5.583226423955975,0.666773576044025,0,0,1,0,0,0,0,False,False,False,True,False,False
5.8,5.557744215001811,0.24225578499818923,1,1,0,0,0,0,1,False,False,False,False,True,False
6.74,6.195037372966623,0.5449626270333772,0,0,1,0,0,0,0,False,False,False,False,False,True
7.15,6.488012000571259,0.6619879994287414,0,1,0,1,0,1,0,True,False,False,False,False,False
5.29,4.4732562314557445,0.8167437685442556,0,0,0,0,0,0,0,True,False,False,False,False,False
6.5,5.7254625989469945,0.7745374010530055,0,0,1,0,0,0,1,False,False,False,False,False,True
7.28,7.574267178117457,0.2942671781174564,0,0,1,1,0,0,1,False,False,False,False,False,True
7.66,7.525731762988071,0.1342682370119288,0,0,0,1,0,1,0,False,False,False,False,False,True
7.09,7.043128275044099,0.04687172495590097,1,0,0,1,1,0,0,False,False,False,False,False,True
6.32,6.923285327149755,0.6032853271497549,0,0,1,1,0,0,0,False,False,False,True,False,False
7.71,7.640147161669875,0.06985283833012534,1,1,1,1,0,0,0,False,False,False,False,False,True
5.8,5.825626828228435,0.025626828228435095,0,0,1,0,0,0,1,False,False,False,True,False,False
7.46,7.923241118183437,0.4632411181834373,0,1,1,1,0,0,0,False,False,False,False,False,True
7.63,6.991558479246157,0.638441520753843,0,0,1,1,0,0,0,False,False,False,False,False,True
5.63,5.817434019546386,0.1874340195463864,1,0,1,0,0,0,0,False,False,False,True,False,False
6.45,6.7351089463582685,0.28510894635826833,1,1,0,0,0,1,0,False,False,False,True,False,False
6.63,6.713454360430652,0.08345436043065213,0,0,1,0,0,0,0,False,False,False,False,True,False
6.37,6.368391925107544,0.0016080748924558463,0,0,0,1,0,0,0,False,False,False,False,True,False
5.77,5.831725648517802,0.061725648517802156,1,0,0,0,1,0,0,True,False,False,False,False,False
7.24,6.25724126995873,0.9827587300412706,1,0,1,0,0,0,1,False,False,False,False,False,True
8.0,6.773067563791875,1.2269324362081253,1,1,0,0,0,0,0,False,False,True,False,False,False
5.75,6.718687153021966,0.9686871530219658,1,0,0,0,0,0,0,False,False,False,False,True,False
7.32,7.184723112975763,0.13527688702423735,0,0,1,0,0,0,1,False,False,False,True,False,False
7.36,7.619137874392647,0.25913787439264624,0,0,1,1,0,0,0,False,False,False,False,False,True
7.1,7.5845820795804,0.48458207958040056,1,1,1,1,0,0,0,False,False,False,False,False,True
4.5,5.820736596205971,1.320736596205971,0,0,1,0,0,0,0,False,False,False,False,False,True
5.93,6.44107795554462,0.5110779555446205,0,1,1,0,0,0,0,False,False,False,False,False,True
7.22,7.157273948210333,0.06272605178966639,0,1,1,1,1,0,0,False,False,False,True,False,False
7.66,7.208978724713047,0.4510212752869531,0,0,1,0,0,0,0,False,False,False,False,True,False
7.46,6.402636957025058,1.0573630429749423,1,1,0,1,0,0,0,False,False,False,True,False,False
4.92,5.971365021723895,1.0513650217238952,0,0,0,1,0,0,0,True,False,False,False,False,False
6.35,6.335846166747908,0.01415383325209163,0,0,0,0,0,0,1,False,False,False,False,False,True
5.09,4.71048783350203,0.37951216649797015,0,0,0,0,0,1,0,True,False,False,False,False,False
6.53,6.684489809587421,0.15448980958742098,1,0,0,0,1,0,0,False,False,False,True,False,False
7.34,7.283866487366895,0.05613351263310484,1,1,1,0,0,0,1,True,False,False,False,False,False
6.64,5.78129719680927,0.85870280319073,1,0,0,0,0,0,0,True,False,False,False,False,False
5.71,6.406129131298747,0.696129131298747,1,0,0,0,1,0,0,False,False,False,True,False,False
8.5,8.220434047918651,0.2795659520813487,0,1,0,1,0,1,0,True,False,False,False,False,False
6.47610799251537,6.60400482728616,0.12789683477079006,0,0,0,1,0,0,1,False,False,False,False,False,True
8.06,8.009950945753054,0.050049054246946056,0,0,1,0,1,1,0,False,False,False,False,False,True
7.49,7.208736958213928,0.2812630417860724,1,1,1,0,0,0,0,False,False,False,False,False,True
7.18,6.841488697629844,0.33851130237015603,1,1,1,0,0,0,0,False,False,False,False,False,True
7.29,7.208894185799259,0.08110581420074148,1,1,0,1,0,0,0,False,False,False,False,False,True
6.15,5.818025891903507,0.3319741080964933,1,0,0,0,1,0,0,False,False,False,True,False,False
6.47,6.261805403742086,0.20819459625791392,0,0,1,0,0,0,1,False,False,False,True,False,False
6.54,6.503175125520702,0.03682487447929805,1,1,0,0,0,0,1,False,False,False,False,False,True
7.32,7.85952518500889,0.5395251850088894,0,0,1,1,0,0,0,False,False,False,False,False,True
6.47610799251537,6.331834279452764,0.1442737130626064,0,0,0,0,0,0,1,False,False,False,False,False,True
7.67,7.704615606928107,0.03461560692810739,1,1,0,1,0,0,0,False,False,False,False,False,True
4.88,5.492984130647088,0.6129841306470878,0,0,0,0,0,0,1,False,False,False,True,False,False
6.88,6.856575376086265,0.023424623913735232,0,1,1,1,0,0,0,False,False,False,False,True,False
5.67,4.722697601886391,0.9473023981136093,0,0,0,0,0,1,0,True,False,False,False,False,False
6.05,6.412507277205817,0.3625072772058173,1,1,1,1,0,0,1,False,False,False,True,False,False
6.74,6.894466613686191,0.15446661368619097,1,0,1,0,1,0,0,False,False,False,False,False,True
6.45,6.413164190526177,0.036835809473823033,1,0,1,1,1,1,0,False,False,False,False,True,False
5.76,5.393029772720298,0.36697022727970197,0,0,0,0,0,0,1,False,False,False,False,True,False
7.93,7.50166354606479,0.42833645393521014,0,0,1,1,0,0,0,False,False,False,False,False,True
5.88,5.645844173175559,0.23415582682444125,0,0,0,0,0,0,1,False,False,False,True,False,False
6.5,6.241031188564677,0.2589688114353228,0,0,0,1,0,0,0,False,False,False,False,True,False
6.08,5.428788153973975,0.6512118460260252,0,0,1,0,0,0,0,True,False,False,False,False,False
6.28,7.05054958428848,0.7705495842884797,1,0,0,0,1,0,0,False,False,False,False,True,False
9.17,7.950357708228145,1.219642291771855,0,0,0,0,1,1,0,False,False,False,False,False,True
6.72,6.685854949064044,0.034145050935955545,0,0,1,0,1,0,0,True,False,False,False,False,False
5.72,6.1972712330971556,0.4772712330971558,1,0,1,0,0,0,1,False,False,False,True,False,False
4.91,4.887797252686953,0.022202747313047055,0,0,0,0,0,1,0,True,False,False,False,False,False
7.07,5.7460785178259,1.3239214821741,1,1,0,0,0,0,0,False,False,True,False,False,False
6.68,6.416168739370157,0.26383126062984275,0,1,0,0,0,0,1,False,False,False,True,False,False
7.1,7.122352150975061,0.02235215097506149,1,0,0,0,1,0,0,False,False,False,False,False,True
6.0,5.807699739937334,0.19230026006266598,0,0,1,0,0,0,1,False,False,False,False,False,True
6.33,5.874655622231541,0.4553443777684594,0,0,1,0,0,0,1,True,False,False,False,False,False
8.22,7.8474024114485275,0.3725975885514732,1,0,0,0,1,1,0,False,False,False,False,True,False
6.59,6.743954751183535,0.15395475118353552,1,0,0,0,0,1,0,False,False,False,False,False,True
8.04,7.827334269141772,0.2126657308582267,1,0,0,0,0,0,0,False,False,False,False,False,True
5.67,5.835348572192344,0.165348572192344,0,0,0,0,0,0,1,False,False,False,True,False,False
5.36,5.902803672410592,0.5428036724105914,1,0,0,0,0,0,0,False,False,False,False,True,False
6.73,6.601581375902107,0.12841862409789329,0,0,1,0,1,0,0,True,False,False,False,False,False
6.19,6.019148041623341,0.17085195837665967,1,0,0,1,1,1,1,False,False,False,True,False,False
7.63,7.592695008793623,0.0373049912063772,0,0,1,0,0,0,0,False,False,False,False,False,True
6.25,6.464381155911926,0.2143811559119264,0,0,1,0,1,0,0,False,False,False,False,False,True
6.62,6.842052412753999,0.22205241275399867,1,1,0,0,1,0,1,False,False,False,False,False,True
6.36,6.546962668353795,0.18696266835379483,1,0,0,1,1,0,0,False,False,False,False,True,False
8.52,8.102485251606437,0.41751474839356284,0,0,1,1,0,0,0,False,False,False,False,False,True
6.22,6.525040900272045,0.30504090027204533,0,0,0,1,0,0,1,False,False,False,True,False,False
6.4,5.919807457635003,0.4801925423649971,1,1,1,0,0,0,1,False,False,False,False,True,False
6.62,6.876357264802851,0.25635726480285115,0,0,0,1,0,0,0,False,False,False,False,True,False
7.48,7.635336396181215,0.1553363961812142,0,0,1,1,0,0,0,False,False,False,False,False,True
6.96,6.790213607137208,0.1697863928627923,1,0,0,0,0,0,1,False,False,False,False,False,True
8.2,6.807726778297212,1.3922732217027871,0,1,1,0,1,0,0,False,False,False,False,True,False
6.47610799251537,5.948894522767414,0.5272134697479558,0,0,0,0,0,0,1,False,False,False,False,False,True
5.06,6.194457110448238,1.1344571104482384,0,0,0,0,0,0,0,False,True,False,False,False,False
6.55,5.993974485503555,0.5560255144964446,0,0,1,0,0,0,0,False,False,False,False,False,True
7.06,6.64919994586999,0.41080005413000986,0,0,0,0,1,0,0,False,False,False,False,False,True
6.47610799251537,6.381646828239354,0.09446116427601581,0,1,0,0,0,0,0,False,False,True,False,False,False
7.42,7.421624771096945,0.0016247710969450324,0,0,1,1,0,0,0,False,False,False,False,True,False
6.23,5.909270883837505,0.32072911616249566,0,1,0,0,0,0,1,False,False,False,True,False,False
6.85,6.254689433367513,0.5953105666324863,1,0,1,0,0,0,0,True,False,False,False,False,False
6.66,6.384390079178777,0.27560992082122304,1,0,0,0,0,0,0,False,False,False,False,False,True
8.06,7.174741704628057,0.8852582953719432,1,1,1,0,0,0,0,False,False,False,True,False,False
5.85,6.544835343492272,0.6948353434922723,0,0,0,0,0,0,1,False,False,False,True,False,False
6.5,6.226805600616872,0.2731943993831276,0,0,0,0,0,0,0,False,False,False,False,False,True
5.54,5.286841138177184,0.2531588618228158,0,0,0,0,0,0,1,False,False,True,False,False,False
7.68,7.381540628654836,0.29845937134516376,0,0,0,0,0,0,1,False,False,False,True,False,False
6.83,6.645670381146657,0.18432961885334276,1,0,1,0,0,0,0,False,False,False,True,False,False
6.76,6.533796512199995,0.22620348780000477,0,0,0,0,0,0,1,False,False,False,True,False,False
7.85,7.566618582397634,0.28338141760236546,1,1,0,0,0,0,0,False,False,False,True,False,False
6.08,6.422774605629512,0.34277460562951223,0,1,1,0,0,0,1,False,False,False,False,False,True
8.07,7.30227486553777,0.7677251344622302,1,1,0,1,0,0,0,False,False,False,True,False,False
5.0,5.75148135065472,0.7514813506547204,1,0,0,0,0,0,0,False,False,False,False,True,False
6.04,6.098011919840642,0.058011919840642356,1,0,0,1,0,0,0,False,False,False,True,False,False
4.31,5.049345946148825,0.7393459461488252,0,0,0,0,0,1,0,True,False,False,False,False,False
7.04,6.379539781908631,0.6604602180913695,0,0,0,0,0,1,0,False,False,False,False,True,False
7.58,7.603120679797296,0.023120679797296262,0,0,1,0,1,0,0,False,False,False,False,False,True
6.45,5.126300752544705,1.3236992474552949,1,0,0,0,0,1,0,True,False,False,False,False,False
6.56,6.340129028393254,0.2198709716067455,0,0,0,1,1,0,0,False,False,False,True,False,False
5.97,5.825997491277309,0.14400250872269105,0,0,0,0,0,0,1,False,False,False,True,False,False
6.83,7.006680896696407,0.17668089669640707,1,1,0,0,0,0,1,False,False,False,False,False,True
7.36,7.040691380135202,0.3193086198647981,0,0,1,1,0,0,1,False,False,False,True,False,False
6.86,6.932950683932017,0.07295068393201642,1,0,0,0,1,0,0,False,False,False,False,False,True
4.31,6.1008545709683695,1.7908545709683699,0,1,0,0,0,0,1,False,False,False,True,False,False
7.06,7.065602292679568,0.005602292679568244,0,0,1,1,0,0,1,False,False,False,False,False,True
5.15,6.1430853796522795,0.9930853796522792,0,1,1,0,0,0,0,False,False,False,False,True,False
5.26,5.27373403600399,0.013734036003990369,0,0,1,0,0,0,0,False,False,True,False,False,False
7.0,6.278130874493406,0.7218691255065943,1,0,0,0,0,0,0,False,False,False,False,False,True
7.63,7.319290898538314,0.3107091014616863,1,0,0,1,0,0,0,True,False,False,False,False,False
7.28,7.4050134789065085,0.12501347890650827,0,1,0,1,0,0,0,True,False,False,False,False,False
3.75,5.679806107682881,1.9298061076828814,0,0,0,0,1,0,0,True,False,False,False,False,False
6.78,6.850784331228798,0.0707843312287979,1,1,1,0,0,0,1,False,False,False,False,True,False
7.37,7.500029102177843,0.13002910217784258,1,0,0,1,1,0,0,False,False,False,False,False,True
5.0,6.144107421495578,1.144107421495578,1,1,1,0,0,0,1,False,False,False,False,False,True
7.15,7.1645738338237335,0.014573833823733118,0,1,1,1,0,0,0,False,False,False,False,False,True
7.52,7.3025336105977114,0.21746638940228813,0,0,1,1,0,0,0,False,False,False,False,False,True
6.81,7.4330293170821,0.6230293170821,1,0,1,0,1,0,0,False,False,False,False,False,True
6.75,6.622344519319292,0.12765548068070842,1,1,0,1,0,0,0,False,False,False,True,False,False
6.76,7.416957262074511,0.6569572620745108,0,1,0,0,0,0,1,False,False,False,False,True,False
7.89,7.806941618806876,0.08305838119312359,1,1,1,1,0,0,0,False,False,False,False,False,True
6.61,6.464152353509791,0.14584764649020965,1,0,0,1,0,0,0,True,False,False,False,False,False
6.92,7.001825078392429,0.08182507839242881,0,0,1,1,0,0,0,False,False,False,False,True,False
6.79,6.676489848065368,0.11351015193463176,1,0,0,0,0,0,0,False,False,False,False,True,False
6.53,6.4233889968064215,0.10661100319357875,0,0,0,0,0,0,1,False,False,False,True,False,False
5.92,5.255086061983709,0.6649139380162907,0,0,0,0,0,0,0,False,True,False,False,False,False
8.41,8.054872419320827,0.3551275806791736,0,1,0,0,0,1,0,False,False,False,False,False,True
6.78,6.7194988912753715,0.06050110872462877,1,1,1,1,0,0,0,False,False,False,False,False,True
7.14,5.762002151046946,1.3779978489530533,1,0,1,0,0,0,0,False,False,False,True,False,False
5.3,6.310773859228793,1.0107738592287934,1,1,1,0,0,0,1,False,False,False,False,False,True
7.29,7.115128942717744,0.17487105728225583,0,0,0,0,0,0,1,False,False,False,True,False,False
7.81,7.804411773206354,0.005588226793645568,1,0,0,1,1,0,0,True,False,False,False,False,False
5.61,5.595660887859309,0.014339112140691057,0,0,0,0,0,0,1,False,False,False,True,False,False
8.17,8.276911093247058,0.10691109324705828,1,1,0,1,0,1,0,False,False,False,False,False,True
7.06,6.853501821007171,0.2064981789928284,0,0,1,0,0,0,0,False,False,False,False,False,True
6.92,7.199693670534528,0.2796936705345283,0,1,1,1,1,0,0,False,False,False,False,False,True
6.85,6.440965880960331,0.4090341190396689,1,1,1,0,0,0,1,False,False,False,False,False,True
8.02,7.456700055095274,0.5632999449047258,1,0,1,0,0,0,0,False,False,False,True,False,False
7.03,6.7269965210123726,0.3030034789876277,1,1,0,0,0,0,0,False,False,False,True,False,False
6.85,6.178138679663402,0.671861320336598,0,0,1,0,0,0,0,True,False,False,False,False,False
5.61,6.413160786696455,0.8031607866964547,0,1,1,0,0,0,0,False,False,False,True,False,False
6.55,6.529679255478483,0.02032074452151722,0,0,0,0,0,0,1,False,False,False,True,False,False
6.08,6.298028717354276,0.21802871735427587,1,0,0,0,1,0,0,False,False,False,False,False,True
7.69,7.848055916399096,0.15805591639909533,1,0,1,0,0,0,1,False,False,False,False,False,True
7.38,7.569294912401675,0.1892949124016754,0,0,1,1,0,0,0,False,False,False,True,False,False
7.28,7.0386782563268095,0.2413217436731907,0,0,0,1,0,0,0,False,False,False,True,False,False
4.56,5.259390377260061,0.6993903772600616,0,0,1,0,0,0,0,False,False,True,False,False,False
5.53,6.296874582320593,0.7668745823205931,1,0,1,0,0,0,1,False,False,False,True,False,False
7.94,7.68095418234035,0.2590458176596506,1,1,0,0,0,0,0,True,False,False,False,False,False
7.55,6.5407655800525495,1.0092344199474503,0,0,1,0,0,0,0,False,False,False,False,True,False
6.26,5.667857353712732,0.5921426462872681,1,0,0,0,1,0,0,True,False,False,False,False,False
6.55,6.706175416883061,0.15617541688306158,1,0,0,0,1,0,0,False,False,False,False,False,True
6.72,6.415846051363275,0.30415394863672507,1,0,1,0,1,0,0,False,False,False,False,True,False
6.23,6.549863525755144,0.3198635257551432,1,1,0,1,0,0,1,True,False,False,False,False,False
6.2,5.7389486145658015,0.46105138543419866,1,1,0,0,0,0,0,False,False,False,False,False,True
6.82,7.439660938689766,0.6196609386897656,1,0,1,0,1,0,0,False,False,False,False,False,True
6.43,6.996447660544646,0.5664476605446467,1,0,1,0,0,0,1,False,False,False,False,False,True
5.96,6.450637585065707,0.4906375850657074,1,0,0,1,0,0,0,False,False,False,False,False,True
8.54,8.111977105231986,0.4280228947680129,1,1,1,0,0,1,0,False,False,False,False,False,True
6.64,6.614550100955442,0.025449899044557966,0,0,1,0,0,0,0,False,False,False,False,True,False
5.84,6.445387274216392,0.6053872742163922,0,0,0,0,0,0,1,False,False,False,True,False,False
7.31,7.093272587793863,0.21672741220613645,0,0,1,0,0,0,0,False,False,False,False,True,False
6.47610799251537,6.577144327380884,0.10103633486551367,0,0,1,1,0,0,0,True,False,False,False,False,False
5.0,4.725711838661559,0.2742881613384407,0,0,1,0,0,0,0,True,False,False,False,False,False
6.75,6.200079057789412,0.549920942210588,1,0,0,0,1,0,0,False,False,False,False,True,False
6.7,6.568238795901339,0.13176120409866154,0,0,1,1,0,0,1,False,False,False,False,False,True
5.3,5.293714474941942,0.006285525058057573,0,0,0,0,0,0,0,False,True,False,False,False,False
4.58,5.567480859141078,0.987480859141078,0,0,1,0,0,0,0,False,False,True,False,False,False
6.07,6.715850816254485,0.6458508162544847,0,0,0,0,0,0,0,False,False,False,False,False,True
8.15,7.462017350002549,0.6879826499974513,1,1,0,0,0,0,0,False,False,False,False,False,True
7.23,7.11113764627478,0.11886235372522069,1,1,0,0,1,0,1,True,False,False,False,False,False
5.5,6.1188913810483,0.6188913810483001,0,0,1,0,0,0,0,False,False,False,False,True,False
7.65,7.2554452188345255,0.3945547811654748,1,1,0,1,0,0,0,False,False,False,False,False,True
8.03,8.275118120366148,0.24511812036614877,0,0,1,1,0,0,0,False,False,False,False,False,True
6.96,6.99663107991889,0.03663107991889003,1,0,0,0,1,0,0,False,False,False,False,False,True
4.22,5.073098171957415,0.8530981719574156,0,0,0,0,0,0,0,False,True,False,False,False,False
6.73,6.819710061805288,0.08971006180528729,1,1,0,0,0,0,1,False,False,False,False,False,True
8.18,7.984067558607152,0.1959324413928476,1,1,1,1,0,0,0,False,False,False,False,False,True
7.57,7.1098127429092255,0.4601872570907748,1,1,0,1,0,0,0,False,False,False,False,False,True
7.62,7.327385688514474,0.29261431148552575,1,1,1,0,0,0,0,False,False,False,True,False,False
6.47,6.2998119354085595,0.1701880645914402,1,0,0,0,1,0,0,False,False,False,True,False,False
6.11,6.610508105436342,0.5005081054363414,0,0,0,0,0,0,0,False,False,False,False,False,True
7.08,6.832645125879566,0.24735487412043433,0,1,1,0,0,0,1,False,False,False,False,True,False
7.04,6.711095210743151,0.32890478925684885,1,0,0,0,0,0,0,False,False,False,False,True,False
6.72,6.5452640868630025,0.1747359131369972,0,0,1,1,0,0,1,False,False,False,False,False,True
7.27,7.260405766430308,0.009594233569691468,0,0,0,1,0,0,0,False,False,False,False,True,False
6.42,6.187533083175707,0.23246691682429255,0,0,0,1,0,0,1,False,False,False,True,False,False
6.67,5.803128504852069,0.8668714951479313,1,0,0,0,0,0,1,False,False,False,False,False,True
5.26,5.652050716622115,0.39205071662211477,0,0,0,0,0,0,0,False,True,False,False,False,False
7.76,7.594275324796009,0.16572467520399048,0,0,1,1,0,0,0,False,False,False,True,False,False
5.25,4.6393026756075795,0.6106973243924205,0,0,1,0,1,0,0,False,False,True,False,False,False
6.83,6.857033465102276,0.02703346510227611,1,1,0,0,0,0,0,False,False,False,True,False,False
6.99,6.585187080776096,0.40481291922390383,1,0,0,0,0,0,1,False,False,False,False,False,True
5.12,5.455476454916124,0.3354764549161242,0,0,0,0,0,0,0,False,True,False,False,False,False
5.14,6.613503601402656,1.4735036014026566,1,0,0,0,0,0,0,False,False,False,True,False,False
6.85,6.515735700904126,0.3342642990958735,0,1,0,0,0,0,0,False,False,False,False,True,False
5.86,6.174857313647227,0.31485731364722636,1,0,0,0,0,0,1,False,False,False,False,False,True
8.0,6.014268484208441,1.9857315157915592,0,0,0,1,0,0,0,True,False,False,False,False,False
7.63,7.314325077000309,0.31567492299969047,0,0,1,0,0,0,0,False,False,True,False,False,False
6.11,6.06997424866522,0.040025751334780146,1,0,0,0,0,0,1,False,False,False,True,False,False
6.13,5.949445129576743,0.1805548704232569,0,0,1,1,0,0,0,False,False,False,True,False,False
4.67,5.602350670200719,0.9323506702007194,0,0,0,0,0,0,1,False,False,False,True,False,False
6.75,6.149845542625525,0.600154457374475,1,0,1,0,0,0,0,False,False,False,False,False,True
6.48,6.724040859756673,0.244040859756673,1,0,0,0,1,0,0,False,False,False,False,False,True
7.43,7.606975578255497,0.17697557825549737,1,0,1,0,0,0,0,False,False,False,False,False,True
6.25,6.014060577436235,0.23593942256376543,0,0,1,0,0,0,0,False,False,False,False,True,False
6.47610799251537,5.818767023673329,0.6573409688420409,1,0,1,0,1,0,0,False,False,False,False,False,True
7.99,7.4265815836307,0.5634184163693003,0,0,0,1,0,0,0,True,False,False,False,False,False
8.19,8.217338017632382,0.02733801763238297,0,0,1,1,0,0,0,False,False,False,False,False,True
6.43,6.097889949919082,0.3321100500809173,1,0,0,0,1,0,0,False,False,False,True,False,False
6.01,5.544620845712134,0.4653791542878656,0,1,1,0,0,0,1,False,False,True,False,False,False
7.2,7.00225801464402,0.19774198535598053,1,1,0,1,0,0,0,False,False,False,False,False,True
7.07,6.742916311180275,0.3270836888197257,0,0,1,0,0,0,1,False,False,False,False,True,False
6.55,6.552103797115842,0.0021037971158417434,1,0,1,1,1,0,0,False,False,False,False,False,True
5.0,5.557991770576477,0.5579917705764768,0,0,1,0,0,0,0,False,False,False,True,False,False
4.4,4.821285519912733,0.42128551991273255,0,0,1,0,0,0,1,False,False,False,False,True,False
7.42,7.495298832259496,0.07529883225949607,1,0,0,0,1,0,0,True,False,False,False,False,False
7.04,6.974515154922716,0.06548484507728425,0,0,1,0,0,0,0,False,False,False,False,False,True
6.25,6.334151914892055,0.08415191489205487,1,0,1,0,0,0,0,False,False,False,False,False,True
6.39,6.990092104708636,0.6000921047086365,1,1,1,0,1,1,0,False,False,False,False,False,True
3.58,4.428233299062848,0.8482332990628478,0,0,0,0,0,1,0,True,False,False,False,False,False
6.6,6.13296455235774,0.46703544764225935,0,1,0,0,0,0,0,False,False,False,True,False,False
5.78,5.078806735305426,0.7011932646945747,0,0,1,0,0,0,0,False,False,True,False,False,False
7.46,7.524327097353763,0.06432709735376285,1,0,0,0,1,0,0,False,False,False,True,False,False
7.38,7.071996802165341,0.3080031978346591,0,1,1,0,0,0,0,False,False,False,False,True,False
4.83,5.824191150097353,0.994191150097353,0,0,1,0,0,0,0,False,False,False,False,False,True
8.18,7.492884038479648,0.6871159615203517,0,0,1,1,0,0,0,False,False,False,True,False,False
6.1,6.376700814993731,0.2767008149937311,0,0,0,1,0,0,1,False,False,False,False,True,False
7.6,7.58284783227554,0.01715216772445949,1,0,1,0,0,0,0,False,False,False,True,False,False
5.95,6.107245928857186,0.15724592885718547,0,0,0,0,1,1,0,False,False,False,True,False,False
6.47610799251537,6.626097782750998,0.14998979023562775,1,1,0,0,0,0,0,True,False,False,False,False,False
7.48,7.039498068017643,0.4405019319823573,0,0,1,0,0,1,0,False,False,False,False,False,True
7.7,6.562238920244515,1.1377610797554851,0,0,0,1,1,0,0,False,False,False,True,False,False
7.25,6.862148099727411,0.3878519002725893,1,1,0,0,0,0,0,False,False,False,False,False,True
7.24,6.767639985801661,0.4723600141983395,1,0,1,0,1,0,0,False,False,False,False,False,True
7.63,6.917078552494055,0.7129214475059449,0,0,1,0,0,0,0,False,False,False,False,False,True
5.88,6.844796113363184,0.9647961133631844,0,0,1,1,1,0,1,False,False,False,True,False,False
4.38,5.44496757859925,1.0649675785992505,0,1,0,0,0,0,1,False,False,True,False,False,False
6.42,6.2439136732737355,0.17608632672626445,1,0,1,0,0,0,0,False,False,False,False,False,True
5.75,5.849584760875647,0.09958476087564705,0,0,0,0,0,0,0,True,False,False,False,False,False
5.35,5.755487196435177,0.4054871964351774,0,0,0,0,0,0,1,False,False,False,False,False,True
6.42,6.452238584777335,0.03223858477733543,0,0,1,0,0,0,0,False,False,False,False,True,False
7.65,7.409313558418088,0.24068644158191255,0,0,1,0,0,0,0,False,False,False,True,False,False
6.12,6.303453872878999,0.1834538728789985,1,1,0,0,0,0,0,False,False,False,False,False,True
6.57,6.270039470110816,0.29996052988918454,0,0,0,0,0,0,1,False,False,False,True,False,False
6.35,5.812527085173732,0.5374729148262674,1,1,0,0,0,0,0,True,False,False,False,False,False
6.74,7.0750434035781025,0.33504340357810225,1,0,0,1,1,0,0,False,False,False,False,False,True
8.0,6.063886161858992,1.936113838141008,0,0,0,1,0,0,0,True,False,False,False,False,False
7.11,6.418123075541935,0.6918769244580654,0,0,1,0,0,0,0,True,False,False,False,False,False
5.89,6.257904000880751,0.3679040008807517,0,1,0,0,0,0,1,False,False,False,True,False,False
6.02,6.495164423022761,0.4751644230227612,0,0,0,0,0,0,1,False,False,False,True,False,False
6.08,5.827445248017239,0.25255475198276134,0,1,0,0,0,0,1,False,False,False,True,False,False
5.92,5.975671822224228,0.05567182222422851,1,0,0,0,0,0,1,False,False,False,False,False,True
7.43,7.600852027384992,0.17085202738499206,1,0,0,1,1,0,0,True,False,False,False,False,False
5.91,5.886450850024642,0.023549149975358397,1,1,0,0,0,0,1,False,False,False,True,False,False
6.67,6.330368285885695,0.33963171411430526,1,0,0,0,0,0,1,False,False,False,True,False,False
6.05,6.558539576985593,0.5085395769855934,1,1,1,0,0,0,0,False,False,False,False,False,True
7.61,7.786934016528255,0.17693401652825447,1,0,0,1,1,1,0,False,False,False,False,False,True
